xpaths,text,highlighted_xpaths,highlighted_segmented_text,tagged_sequence
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[6]/td[3],Closing,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[6]/td[6],2,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[7]/td[1]/p,Section 1.3,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[7]/td[3],Organizational Documents of the Surviving Company,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[7]/td[6],3,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[8]/td[1]/p,Section 1.4,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[8]/td[3],Directors and Officers of the Surviving Company,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[8]/td[6],3,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[9]/td[1]/p,Section 1.5,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[9]/td[3],Tax Consequences,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[9]/td[6],3,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[11]/td[1]/p,ARTICLE II TREATMENT OF SECURITIES,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[11]/td[4],3,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[13]/td[1]/p,Section 2.1,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[13]/td[3],Treatment of Securities,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[13]/td[6],3,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[14]/td[1]/p,Section 2.2,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[14]/td[3],Exchange of Certificates,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[14]/td[6],4,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[15]/td[1]/p,Section 2.3,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[15]/td[3],Further Assurances,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[15]/td[6],7,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[16]/td[1]/p,Section 2.4,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[16]/td[3],Treatment of Company Equity Awards,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[16]/td[6],8,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[17]/td[1]/p,Section 2.5,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[17]/td[3],Adjustments to Prevent Dilution,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[17]/td[6],9,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[18]/td[1]/p,Section 2.6,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[18]/td[3],Lost Certificates,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[18]/td[6],9,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[20]/td[1]/p,ARTICLE III REPRESENTATIONS AND WARRANTIES,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[20]/td[4],9,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[22]/td[1]/p,Section 3.1,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[22]/td[3],Representations and Warranties of Company,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[22]/td[6],9,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[23]/td[1]/p,Section 3.2,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[23]/td[3],Representations and Warranties of Parent and Merger Sub,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[23]/td[6],31,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[25]/td[1]/p,ARTICLE IV COVENANTS RELATING TO CONDUCT OF BUSINESS,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[25]/td[4],39,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[27]/td[1]/p,Section 4.1,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[27]/td[3],Covenants of the Company,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[27]/td[6],39,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[28]/td[1]/p,Section 4.2,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[28]/td[3],Covenants of Parent,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[28]/td[6],46,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[30]/td[1]/p,ARTICLE V ADDITIONAL AGREEMENTS,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[30]/td[4],48,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[32]/td[1]/p,Section 5.1,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[32]/td[3],Preparation of Proxy Statement/Prospectus; Stockholders Meeting,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[32]/td[6],48,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[33]/td[1]/p,Section 5.2,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[33]/td[3],Access to Information,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[33]/td[6],50,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[34]/td[1]/p,Section 5.3,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[34]/td[3],Efforts; Notice of Certain Events,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[34]/td[6],51,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[35]/td[1]/p,Section 5.4,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[35]/td[3],Non-Solicitation; Change in Recommendation,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[35]/td[6],52,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[36]/td[1]/p,Section 5.5,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[36]/td[3],NYSE Listing,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[36]/td[6],56,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[37]/td[1]/p,Section 5.6,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[37]/td[3],Employee Matters,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[37]/td[6],56,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[38]/td[1]/p,Section 5.7,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[38]/td[3],Fees and Expenses,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[38]/td[6],58,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[39]/td[1]/p,Section 5.8,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[39]/td[3],Indemnification and D&O Insurance,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[39]/td[6],58,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[40]/td[1]/p,Section 5.9,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[40]/td[3],Dividends,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[40]/td[6],60,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[41]/td[1]/p,Section 5.10,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[41]/td[3],Public Announcements,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[41]/td[6],61,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[42]/td[1]/p,Section 5.11,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[42]/td[3],Tax Matters,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[42]/td[6],61,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[43]/td[1]/p,Section 5.12,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[43]/td[3],Financing Cooperation,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[43]/td[6],62,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[44]/td[1]/p,Section 5.13,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[44]/td[3],Transaction Litigation,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[44]/td[6],65,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[45]/td[1]/p,Section 5.14,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[45]/td[3],Director and Officer Resignations,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[45]/td[6],65,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[46]/td[1]/p,Section 5.15,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[46]/td[3],Delisting,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[46]/td[6],65,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[47]/td[1]/p,Section 5.16,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[47]/td[3],Rule 16b-3 Matters,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[47]/td[6],65,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/p[4],-ii-,/html/body/document/type/sequence/filename/description/text/center[2]/div/p[4],-ii-,s_n
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[2]/td[1]/p,ARTICLE VI CONDITIONS PRECEDENT,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[2]/td[4],66,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[4]/td[1]/p,Section 6.1,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[4]/td[3],Conditions to Each Party’s Obligation,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[4]/td[6],66,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[5]/td[1]/p,Section 6.2,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[5]/td[3],Conditions to Obligations of Parent and Merger Sub,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[5]/td[6],66,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[6]/td[1]/p,Section 6.3,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[6]/td[3],Conditions to Obligations of the Company,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[6]/td[6],67,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[8]/td[1]/p,ARTICLE VII TERMINATION,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[8]/td[4],68,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[10]/td[1]/p,Section 7.1,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[10]/td[3],Termination,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[10]/td[6],68,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[11]/td[1]/p,Section 7.2,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[11]/td[3],Effect of Termination,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[11]/td[6],70,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[12]/td[1]/p,Section 7.3,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[12]/td[3],Company Termination Fee and Expense Reimbursement,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[12]/td[6],70,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[14]/td[1]/p,ARTICLE VIII GENERAL PROVISIONS,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[14]/td[4],72,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[16]/td[1]/p,Section 8.1,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[16]/td[3],Survival,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[16]/td[6],72,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[17]/td[1]/p,Section 8.2,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[17]/td[3],Amendment; Waiver,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[17]/td[6],72,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[18]/td[1]/p,Section 8.3,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[18]/td[3],Notices,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[18]/td[6],73,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[19]/td[1]/p,Section 8.4,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[19]/td[3],Interpretation,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[19]/td[6],74,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[20]/td[1]/p,Section 8.5,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[20]/td[3],Counterparts,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[20]/td[6],74,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[21]/td[1]/p,Section 8.6,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[21]/td[3],Entire Agreement; No Third-Party Beneficiaries,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[21]/td[6],74,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[22]/td[1]/p,Section 8.7,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[22]/td[3],Governing Law,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[22]/td[6],74,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[23]/td[1]/p,Section 8.8,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[23]/td[3],Severability,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[23]/td[6],74,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[24]/td[1]/p,Section 8.9,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[24]/td[3],Assignment,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[24]/td[6],75,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[25]/td[1]/p,Section 8.10,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[25]/td[3],Submission to Jurisdiction,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[25]/td[6],75,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[26]/td[1]/p,Section 8.11,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[26]/td[3],Enforcement,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[26]/td[6],75,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[27]/td[1]/p,Section 8.12,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[27]/td[3],WAIVER OF JURY TRIAL,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[27]/td[6],75,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[29]/td[1]/p,ARTICLE IX DEFINITIONS,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[29]/td[4],76,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[31]/td[1]/p,Section 9.1,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[31]/td[3],Certain Definitions,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[31]/td[6],76,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[32]/td[1]/p,Section 9.2,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[32]/td[3],Terms Defined Elsewhere,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[32]/td[6],86,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/p[2],-iii-,/html/body/document/type/sequence/filename/description/text/center[3]/div/p[2],-iii-,s_n
/html/body/document/type/sequence/filename/description/text/center[4]/div/p[1]/b,AGREEMENT AND PLAN OF MERGER,/html/body/document/type/sequence/filename/description/text/center[4]/div/p[1]/b,AGREEMENT AND PLAN OF MERGER,s_st
/html/body/document/type/sequence/filename/description/text/center[4]/div/p[2],"This AGREEMENT AND PLAN OF MERGER, dated as of June 28, 2021 (this “",,,o
/html/body/document/type/sequence/filename/description/text/center[4]/div/p[2]/u[1],Agreement,,,o
/html/body/document/type/sequence/filename/description/text/center[4]/div/p[2],"”), is by and among VENTAS, INC., a Delaware corporation (“",,,o
/html/body/document/type/sequence/filename/description/text/center[4]/div/p[2]/u[2],Parent,,,o
/html/body/document/type/sequence/filename/description/text/center[4]/div/p[2],"”), CADENCE MERGER SUB LLC, a Delaware limited liability company and subsidiary of Parent (“",,,o
/html/body/document/type/sequence/filename/description/text/center[4]/div/p[2]/u[3],Merger Sub,,,o
/html/body/document/type/sequence/filename/description/text/center[4]/div/p[2],"”), and NEW SENIOR INVESTMENT GROUP INC., a Delaware corporation (the “",,,o
/html/body/document/type/sequence/filename/description/text/center[4]/div/p[2]/u[4],Company,,,o
/html/body/document/type/sequence/filename/description/text/center[4]/div/p[2],"”). Parent, Merger Sub and the Company are each sometimes referred to herein as a “",,,o
/html/body/document/type/sequence/filename/description/text/center[4]/div/p[2]/u[5],Party,,,o
/html/body/document/type/sequence/filename/description/text/center[4]/div/p[2],” and collectively as the “,,,o
/html/body/document/type/sequence/filename/description/text/center[4]/div/p[2]/u[6],Parties,,,o
/html/body/document/type/sequence/filename/description/text/center[4]/div/p[2],”.,,,o
/html/body/document/type/sequence/filename/description/text/center[4]/div/p[3],"WHEREAS, the Parties wish to effect a business combination through, at Parent’s option, (a) the merger of the Company with and into Merger Sub, with Merger Sub being the surviving company of the merger or (b) the merger of Merger Sub with and into the Company, with the Company being the surviving company of the merger, and in which Merger (as defined below) each outstanding share of Company Common Stock, other than Excluded Shares, shall be converted into the right to receive 0.1561 (the “",,,o
/html/body/document/type/sequence/filename/description/text/center[4]/div/p[3]/u[1],Exchange Ratio,,,o
/html/body/document/type/sequence/filename/description/text/center[4]/div/p[3],”) of a newly issued share of Parent Common Stock (the “,,,o
/html/body/document/type/sequence/filename/description/text/center[4]/div/p[3]/u[2],Merger Consideration,,,o
/html/body/document/type/sequence/filename/description/text/center[4]/div/p[3],"”), as more fully described in this Agreement and on the terms and subject to the conditions set forth in this Agreement;",,,o
/html/body/document/type/sequence/filename/description/text/center[4]/div/p[4],"WHEREAS, each of the respective boards of directors of Parent and the Company and the sole managing member of Merger Sub has approved this Agreement and declared this Agreement and the transactions contemplated hereby, including each of the Mergers, to be advisable and in the best interests of Parent, the Company and Merger Sub, respectively, and their respective stockholders or equity holder, as applicable, on the terms and subject to the conditions set forth in this Agreement;",,,o
/html/body/document/type/sequence/filename/description/text/center[4]/div/p[5],"WHEREAS, for U.S. federal income tax purposes, (a) it is intended that the Merger will qualify as a “reorganization” within the meaning of Section 368(a) of the Internal Revenue Code of 1986, as amended (the “",,,o
/html/body/document/type/sequence/filename/description/text/center[4]/div/p[5]/u,Code,,,o
/html/body/document/type/sequence/filename/description/text/center[4]/div/p[5],"”), and (b) this Agreement is intended to be and hereby is adopted as a “plan of reorganization” within the meaning of Sections 354, 361 and 368 of the Code.",,,o
/html/body/document/type/sequence/filename/description/text/center[4]/div/p[6],"NOW, THEREFORE, in consideration of the foregoing and the respective representations, warranties, covenants and agreements set forth in this Agreement, and for other good and valuable consideration, the receipt and adequacy of which is hereby acknowledged, intending to be legally bound, the Parties agree as follows:",,,o
/html/body/document/type/sequence/filename/description/text/center[4]/div/p[7],ARTICLE I,/html/body/document/type/sequence/filename/description/text/center[4]/div/p[7],ARTICLE I,s_sn
/html/body/document/type/sequence/filename/description/text/center[4]/div/p[8],MERGER,/html/body/document/type/sequence/filename/description/text/center[4]/div/p[8],MERGER,s_st
/html/body/document/type/sequence/filename/description/text/center[4]/div/p[9],Section 1.1,/html/body/document/type/sequence/filename/description/text/center[4]/div/p[9],Section 1.1,s_ssn
/html/body/document/type/sequence/filename/description/text/center[4]/div/p[9]/u,Merger,/html/body/document/type/sequence/filename/description/text/center[4]/div/p[9]/u,Merger,s_sst
/html/body/document/type/sequence/filename/description/text/center[4]/div/p[9],.,,,o
/html/body/document/type/sequence/filename/description/text/center[4]/div/p[10],(a),/html/body/document/type/sequence/filename/description/text/center[4]/div/p[10],(a),s_sssn
/html/body/document/type/sequence/filename/description/text/center[4]/div/p[10]/u[1],Merger,/html/body/document/type/sequence/filename/description/text/center[4]/div/p[10]/u[1],Merger,s_ssst
/html/body/document/type/sequence/filename/description/text/center[4]/div/p[10],". Upon the terms and subject to the conditions set forth in this Agreement, and in accordance with the Delaware General Corporation Law (the “",,,o
/html/body/document/type/sequence/filename/description/text/center[4]/div/p[10]/u[2],DGCL,,,o
/html/body/document/type/sequence/filename/description/text/center[4]/div/p[10],”) and the Delaware Limited Liability Company Act (the “,,,o
/html/body/document/type/sequence/filename/description/text/center[4]/div/p[10]/u[3],DLLCA,,,o
/html/body/document/type/sequence/filename/description/text/center[4]/div/p[10],"”), at the Effective Time either (i)",,,o
/html/body/document/type/sequence/filename/description/text/center[4]/div/p[10],the Company shall be merged with and into Merger Sub (the “,,,o
/html/body/document/type/sequence/filename/description/text/center[4]/div/p[10]/u[5],Forward Merger,,,o
/html/body/document/type/sequence/filename/description/text/center[4]/div/p[10],"”), and as a result of the Forward Merger, the separate existence of the Company shall cease, and Merger Sub shall continue as the surviving company of the Forward Merger (the “",,,o
/html/body/document/type/sequence/filename/description/text/center[4]/div/p[10]/u[6],Forward Merger Surviving,,,o
/html/body/document/type/sequence/filename/description/text/center[5]/div/p[1]/u[1],Company,,,o
/html/body/document/type/sequence/filename/description/text/center[5]/div/p[1],”); or (ii),,,o
/html/body/document/type/sequence/filename/description/text/center[5]/div/p[1],Merger Sub shall be merged with and into the Company (the “,,,o
/html/body/document/type/sequence/filename/description/text/center[5]/div/p[1]/u[3],Reverse Merger,,,o
/html/body/document/type/sequence/filename/description/text/center[5]/div/p[1],"”, and the option selected by Parent from among the Forward Merger and the Reverse Merger, the “",,,o
/html/body/document/type/sequence/filename/description/text/center[5]/div/p[1]/u[4],Merger,,,o
/html/body/document/type/sequence/filename/description/text/center[5]/div/p[1],"”), and as a result of the Reverse Merger, the separate existence of Merger Sub shall cease, and the Company shall continue as the surviving company of the Reverse Merger (the “",,,o
/html/body/document/type/sequence/filename/description/text/center[5]/div/p[1]/u[5],Reverse Merger Surviving Company,,,o
