xpaths,text,highlighted_xpaths,highlighted_segmented_text,tagged_sequence
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[4]/td[4]/div,2,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[5]/td[2]/div,Section 1.3.,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[5]/td[3]/div,Effective Time,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[5]/td[4]/div,2,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[6]/td[2]/div,Section 1.4.,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[6]/td[3]/div,Certificate of Incorporation; Bylaws,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[6]/td[4]/div,2,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[7]/td[2]/div,Section 1.5.,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[7]/td[3]/div,Directors and Officers,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[7]/td[4]/div,3,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[9]/td[1]/div,Article II EFFECT OF THE MERGER ON THE CAPITAL STOCK OF THE CONSTITUENT CORPORATIONS,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[9]/td[2]/div,3,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[11]/td[2]/div,Section 2.1.,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[11]/td[3]/div,Effect on Capital Stock,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[11]/td[4]/div,3,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[12]/td[2]/div,Section 2.2.,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[12]/td[3]/div,Treatment of Equity Awards,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[12]/td[4]/div,4,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[13]/td[2]/div,Section 2.3.,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[13]/td[3]/div,Surrender of Shares,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[13]/td[4]/div,5,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[14]/td[2]/div,Section 2.4.,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[14]/td[3]/div,Appraisal Rights,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[14]/td[4]/div,7,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[15]/td[2]/div,Section 2.5.,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[15]/td[3]/div,Adjustments,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[15]/td[4]/div,8,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[17]/td[1]/div,Article III REPRESENTATIONS AND WARRANTIES OF THE COMPANY,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[17]/td[2]/div,8,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[19]/td[2]/div,Section 3.1.,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[19]/td[3]/div,Organization and Qualification; Subsidiaries,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[19]/td[4]/div,9,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[20]/td[2]/div,Section 3.2.,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[20]/td[3]/div,Organizational Documents,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[20]/td[4]/div,9,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[21]/td[2]/div,Section 3.3.,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[21]/td[3]/div,Capitalization,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[21]/td[4]/div,9,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[22]/td[2]/div,Section 3.4.,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[22]/td[3]/div,Authority,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[22]/td[4]/div,11,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[23]/td[2]/div,Section 3.5.,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[23]/td[3]/div,No Conflict; Required Filings and Consents,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[23]/td[4]/div,12,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[24]/td[2]/div,Section 3.6.,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[24]/td[3]/div,Compliance,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[24]/td[4]/div,13,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[25]/td[2]/div,Section 3.7.,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[25]/td[3]/div,SEC Filings; Financial Statements; Undisclosed Liabilities,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[25]/td[4]/div,13,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[26]/td[2]/div,Section 3.8.,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[26]/td[3]/div,Contracts,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[26]/td[4]/div,15,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[27]/td[2]/div,Section 3.9.,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[27]/td[3]/div,Absence of Certain Changes or Events,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[27]/td[4]/div,18,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[28]/td[2]/div,Section 3.10.,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[28]/td[3]/div,Absence of Litigation,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[28]/td[4]/div,18,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[29]/td[2]/div,Section 3.11.,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[29]/td[3]/div,Employee Benefit Plans,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[29]/td[4]/div,19,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[30]/td[2]/div,Section 3.12.,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[30]/td[3]/div,Labor and Employment Matters,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[30]/td[4]/div,20,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[31]/td[2]/div,Section 3.13.,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[31]/td[3]/div,Insurance,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[31]/td[4]/div,21,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[32]/td[2]/div,Section 3.14.,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[32]/td[3]/div,Properties,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[32]/td[4]/div,22,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[33]/td[2]/div,Section 3.15.,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[33]/td[3]/div,Tax Matters,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[33]/td[4]/div,23,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[34]/td[2]/div,Section 3.16.,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[34]/td[3]/div,Proxy Statement,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[34]/td[4]/div,25,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[35]/td[2]/div,Section 3.17.,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[35]/td[3]/div,Intellectual Property,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[35]/td[4]/div,25,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[36]/td[2]/div,Section 3.18.,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[36]/td[3]/div,Environmental Matters,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[36]/td[4]/div,25,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[37]/td[2]/div,Section 3.19.,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[37]/td[3]/div,Opinion of Financial Advisor,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[37]/td[4]/div,26,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[38]/td[2]/div,Section 3.20.,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[38]/td[3]/div,Regulatory Matters,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[38]/td[4]/div,26,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[39]/td[2]/div,Section 3.21.,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[39]/td[3]/div,Information Technology,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[39]/td[4]/div,29,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[40]/td[2]/div,Section 3.22.,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[40]/td[3]/div,Brokers,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[40]/td[4]/div,29,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[41]/td[2]/div,Section 3.23.,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[41]/td[3]/div,Takeover Statutes,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[41]/td[4]/div,29,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[42]/td[2]/div,Section 3.24.,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[42]/td[3]/div,Affiliate Party Transactions,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[42]/td[4]/div,29,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[43]/td[2]/div,Section 3.25.,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[43]/td[3]/div,No Other Representations or Warranties,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[1]/tbody/tr[43]/td[4]/div,30,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/div[21]/div[1]/font,i,/html/body/document/type/sequence/filename/description/text/div[1]/div[21]/div[1]/font,i,s_n
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[2]/td[1]/div,Article IV   REPRESENTATIONS AND WARRANTIES OF PARENT AND MERGER SUB,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[2]/td[2]/div,30,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[4]/td[2]/div,Section 4.1.,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[4]/td[3]/div,Organization,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[4]/td[4]/div,30,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[5]/td[2]/div,Section 4.2.,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[5]/td[3]/div,Authority,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[5]/td[4]/div,31,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[6]/td[2]/div,Section 4.3.,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[6]/td[3]/div,No Conflict; Required Filings and Consents,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[6]/td[4]/div,31,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[7]/td[2]/div,Section 4.4.,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[7]/td[3]/div,Absence of Litigation,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[7]/td[4]/div,32,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[8]/td[2]/div,Section 4.5.,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[8]/td[3]/div,Operations and Ownership of Merger Sub,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[8]/td[4]/div,32,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[9]/td[2]/div,Section 4.6.,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[9]/td[3]/div,Absence of Certain Agreements,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[9]/td[4]/div,33,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[10]/td[2]/div,Section 4.7.,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[10]/td[3]/div,Proxy Statement,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[10]/td[4]/div,33,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[11]/td[2]/div,Section 4.8.,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[11]/td[3]/div,Brokers,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[11]/td[4]/div,33,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[12]/td[2]/div,Section 4.9.,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[12]/td[3]/div,Ownership of Shares,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[12]/td[4]/div,34,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[13]/td[2]/div,Section 4.10.,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[13]/td[3]/div,Vote/Approval Required,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[13]/td[4]/div,34,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[14]/td[2]/div,Section 4.11.,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[14]/td[3]/div,Subsequent Transaction Agreement; HSR Filing,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[14]/td[4]/div,34,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[15]/td[2]/div,Section 4.12.,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[15]/td[3]/div,Solvency,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[15]/td[4]/div,34,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[16]/td[2]/div,Section 4.13.,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[16]/td[3]/div,Financing,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[16]/td[4]/div,35,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[17]/td[2]/div,Section 4.14.,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[17]/td[3]/div,Parent Guarantee,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[17]/td[4]/div,36,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[18]/td[2]/div,Section 4.15.,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[18]/td[3]/div,No Other Information,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[18]/td[4]/div,36,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[19]/td[2]/div,Section 4.16.,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[19]/td[3]/div,Access to Information; Disclaimer,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[19]/td[4]/div,37,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[20]/td[2]/div,Section 4.17.,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[20]/td[3]/div,Portfolio,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[20]/td[4]/div,37,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[22]/td[1]/div,Article V CONDUCT OF BUSINESS PENDING THE MERGER,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[22]/td[2]/div,37,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[24]/td[2]/div,Section 5.1.,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[24]/td[3]/div,Conduct of Business of the Company Pending the Merger,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[24]/td[4]/div,37,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[25]/td[2]/div,Section 5.2.,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[25]/td[3]/div,Conduct of Business of Parent and Merger Sub Pending the Merger; Parent Vote,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[25]/td[4]/div,42,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[26]/td[2]/div,Section 5.3.,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[26]/td[3]/div,No Control of Other Party’s Business,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[26]/td[4]/div,42,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[28]/td[1]/div,Article VI ADDITIONAL AGREEMENTS,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[28]/td[2]/div,43,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[30]/td[2]/div,Section 6.1.,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[30]/td[3]/div,Acquisition Proposals,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[30]/td[4]/div,43,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[31]/td[2]/div,Section 6.2.,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[31]/td[3]/div,Proxy Statement,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[31]/td[4]/div,49,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[32]/td[2]/div,Section 6.3.,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[32]/td[3]/div,Stockholders Meeting,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[32]/td[4]/div,50,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[33]/td[2]/div,Section 6.4.,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[33]/td[3]/div,Regulatory Approvals,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[33]/td[4]/div,51,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[34]/td[2]/div,Section 6.5.,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[34]/td[3]/div,Access to Information; Confidentiality,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[34]/td[4]/div,54,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[35]/td[2]/div,Section 6.6.,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[35]/td[3]/div,Stock Exchange Delisting,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[35]/td[4]/div,55,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[36]/td[2]/div,Section 6.7.,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[36]/td[3]/div,Publicity,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[36]/td[4]/div,55,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[37]/td[2]/div,Section 6.8.,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[37]/td[3]/div,Employee Benefits,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[37]/td[4]/div,56,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[38]/td[2]/div,Section 6.9.,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[38]/td[3]/div,Directors’ and Officers’ Indemnification and Insurance,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[38]/td[4]/div,57,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[39]/td[2]/div,Section 6.10.,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[39]/td[3]/div,Transaction Litigation,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[39]/td[4]/div,60,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[40]/td[2]/div,Section 6.11.,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[40]/td[3]/div,Obligations of Merger Sub,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[40]/td[4]/div,60,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[41]/td[2]/div,Section 6.12.,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[41]/td[3]/div,Rule 16b-3,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[41]/td[4]/div,60,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[42]/td[2]/div,Section 6.13.,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[42]/td[3]/div,Takeover Statutes,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[42]/td[4]/div,60,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[43]/td[2]/div,Section 6.14.,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[43]/td[3]/div,Certain Affiliate Agreements,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[43]/td[4]/div,61,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[44]/td[2]/div,Section 6.15.,,,o
/html/body/document/type/sequence/filename/description/text/div[1]/table[2]/tbody/tr[44]/td[3]/div,Financing,,,o
