xpaths,text,highlighted_xpaths,highlighted_segmented_text,tagged_sequence
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[7]/td[6],2,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[8]/td[1]/p,1.3,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[8]/td[3],Effects of the Merger,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[8]/td[6],2,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[9]/td[1]/p,1.4,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[9]/td[3],Conversion of Stock,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[9]/td[6],2,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[10]/td[1]/p,1.5,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[10]/td[3],Company Restricted Stock Awards,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[10]/td[6],4,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[11]/td[1]/p,1.6,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[11]/td[3],Company Stock Options,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[11]/td[6],5,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[12]/td[1]/p,1.7,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[12]/td[3],Company Actions,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[12]/td[6],5,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[13]/td[1]/p,1.8,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[13]/td[3],Articles of Incorporation and Bylaws,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[13]/td[6],5,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[14]/td[1]/p,1.9,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[14]/td[3],Parent Board of Directors and Officers,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[14]/td[6],5,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[15]/td[1]/p,1.1,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[15]/td[3],Bank Merger,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[15]/td[6],5,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[16]/td[1]/p,1.11,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[16]/td[3],Change in Structure,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[16]/td[6],6,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[18]/td[1]/p,ARTICLE II DELIVERY OF MERGER CONSIDERATION,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[18]/td[4],6,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[20]/td[1]/p,2.1,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[20]/td[3],Delivery of Merger Consideration,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[20]/td[6],6,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[21]/td[1]/p,2.2,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[21]/td[3],Exchange Procedures,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[21]/td[6],6,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[23]/td[1]/p,ARTICLE III REPRESENTATIONS AND WARRANTIES OF THE COMPANY,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[23]/td[4],9,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[25]/td[1]/p,3.1,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[25]/td[3],Corporate Organization,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[25]/td[6],9,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[26]/td[1]/p,3.2,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[26]/td[3],Capitalization,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[26]/td[6],10,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[27]/td[1]/p,3.3,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[27]/td[3],Authority; No Violation,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[27]/td[6],12,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[28]/td[1]/p,3.4,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[28]/td[3],Consents and Approvals,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[28]/td[6],13,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[29]/td[1]/p,3.5,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[29]/td[3],Reports,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[29]/td[6],14,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[30]/td[1]/p,3.6,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[30]/td[3],Financial Statements,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[30]/td[6],15,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[31]/td[1]/p,3.7,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[31]/td[3],Broker’s Fees,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[31]/td[6],15,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[32]/td[1]/p,3.8,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[32]/td[3],Absence of Changes,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[32]/td[6],15,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[33]/td[1]/p,3.9,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[33]/td[3],Compliance with Applicable Law,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[33]/td[6],16,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[34]/td[1]/p,3.1,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[34]/td[3],State Takeover Laws,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[34]/td[6],18,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[35]/td[1]/p,3.11,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[35]/td[3],Employee Benefit Plans,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[35]/td[6],18,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[36]/td[1]/p,3.12,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[36]/td[3],Approvals,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[36]/td[6],21,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[37]/td[1]/p,3.13,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[37]/td[3],Opinion,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[37]/td[6],21,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[38]/td[1]/p,3.14,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[38]/td[3],Company Information,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[38]/td[6],21,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[39]/td[1]/p,3.15,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[39]/td[3],Legal Proceedings,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[39]/td[6],21,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[40]/td[1]/p,3.16,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[40]/td[3],Material Contracts,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[40]/td[6],21,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[41]/td[1]/p,3.17,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[41]/td[3],Environmental Matters,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[41]/td[6],24,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[42]/td[1]/p,3.18,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[42]/td[3],Taxes,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[42]/td[6],25,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[43]/td[1]/p,3.19,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[43]/td[3],Reorganization,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[43]/td[6],27,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[44]/td[1]/p,3.2,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[44]/td[3],Intellectual Property,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[44]/td[6],27,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[45]/td[1]/p,3.21,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[45]/td[3],Properties,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[45]/td[6],29,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[46]/td[1]/p,3.22,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[46]/td[3],Insurance,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[46]/td[6],32,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[47]/td[1]/p,3.23,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[47]/td[3],Accounting and Internal Controls,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[47]/td[6],32,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[48]/td[1]/p,3.24,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[48]/td[3],Derivatives,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[48]/td[6],33,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[49]/td[1]/p,3.25,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[49]/td[3],Loan Matters,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[49]/td[6],33,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/p[4],-i-,/html/body/document/type/sequence/filename/description/text/center[2]/div/p[4],-i-,s_n
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[2]/td[1]/p,3.26,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[2]/td[3],Community Reinvestment Act Compliance,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[2]/td[6],36,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[3]/td[1]/p,3.27,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[3]/td[3],Investment Securities,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[3]/td[6],36,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[4]/td[1]/p,3.28,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[4]/td[3],Related Party Transactions,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[4]/td[6],36,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[5]/td[1]/p,3.29,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[5]/td[3],Labor,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[5]/td[6],36,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[6]/td[1]/p,3.3,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[6]/td[3],No Additional Representations,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[6]/td[6],37,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[8]/td[1]/p,ARTICLE IV REPRESENTATIONS AND WARRANTIES OF PARENT,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[8]/td[4],38,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[10]/td[1]/p,4.1,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[10]/td[3],Corporate Organization,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[10]/td[6],38,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[11]/td[1]/p,4.2,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[11]/td[3],Capitalization,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[11]/td[6],39,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[12]/td[1]/p,4.3,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[12]/td[3],Authority; No Violation,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[12]/td[6],39,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[13]/td[1]/p,4.4,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[13]/td[3],Consents and Approvals,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[13]/td[6],40,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[14]/td[1]/p,4.5,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[14]/td[3],Reports,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[14]/td[6],41,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[15]/td[1]/p,4.6,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[15]/td[3],Financial Statements,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[15]/td[6],41,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[16]/td[1]/p,4.7,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[16]/td[3],Broker’s Fees,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[16]/td[6],42,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[17]/td[1]/p,4.8,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[17]/td[3],Absence of Changes,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[17]/td[6],42,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[18]/td[1]/p,4.9,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[18]/td[3],Compliance with Applicable Law,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[18]/td[6],42,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[19]/td[1]/p,4.1,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[19]/td[3],Approvals,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[19]/td[6],43,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[20]/td[1]/p,4.11,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[20]/td[3],Parent Information,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[20]/td[6],43,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[21]/td[1]/p,4.12,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[21]/td[3],Legal Proceedings,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[21]/td[6],43,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[22]/td[1]/p,4.13,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[22]/td[3],Accounting and Internal Controls.,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[22]/td[6],43,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[23]/td[1]/p,4.14,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[23]/td[3],Related Party Transactions,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[23]/td[6],44,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[24]/td[1]/p,4.15,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[24]/td[3],Reorganization,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[24]/td[6],45,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[25]/td[1]/p,4.16,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[25]/td[3],No Additional Representations,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[25]/td[6],45,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[27]/td[1]/p,ARTICLE V COVENANTS RELATING TO CONDUCT OF BUSINESS,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[27]/td[4],46,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[29]/td[1]/p,5.1,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[29]/td[3],Conduct of Businesses Prior to the Effective Time,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[29]/td[6],46,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[30]/td[1]/p,5.2,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[30]/td[3],Company Forbearances,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[30]/td[6],46,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[31]/td[1]/p,5.3,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[31]/td[3],Parent Forbearances,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[31]/td[6],50,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[33]/td[1]/p,ARTICLE VI ADDITIONAL AGREEMENTS,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[33]/td[4],50,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[35]/td[1]/p,6.1,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[35]/td[3],Regulatory Matters,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[35]/td[6],50,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[36]/td[1]/p,6.2,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[36]/td[3],Reasonable Best Efforts,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[36]/td[6],52,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[37]/td[1]/p,6.3,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[37]/td[3],Access to Information,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[37]/td[6],52,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[38]/td[1]/p,6.4,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[38]/td[3],Shareholder Approval,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[38]/td[6],53,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[39]/td[1]/p,6.5,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[39]/td[3],Nasdaq Listing,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[39]/td[6],54,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[40]/td[1]/p,6.6,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[40]/td[3],Employee Matters,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[40]/td[6],54,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[41]/td[1]/p,6.7,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[41]/td[3],Indemnification; Directors’ and Officers’ Insurance,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[41]/td[6],56,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[42]/td[1]/p,6.8,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[42]/td[3],Exemption from Liability Under Rule,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[42]/td[3]/font,16(b)-3,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[42]/td[6],57,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[43]/td[1]/p,6.9,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[43]/td[3],No Solicitation; Change in Company Board Recommendation,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[43]/td[6],57,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[44]/td[1]/p,6.1,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[44]/td[3],Takeover Laws,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[44]/td[6],60,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[45]/td[1]/p,6.11,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[45]/td[3],Financial Statements and Other Current Information,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[45]/td[6],60,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[46]/td[1]/p,6.12,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[46]/td[3],Notification of Certain Matters,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[46]/td[6],61,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[47]/td[1]/p,6.13,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[47]/td[3],Pass It On Project,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[47]/td[6],61,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[48]/td[1]/p,6.14,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[48]/td[3],"Company Trust Preferred Securities, FHLB Borrowings and Subordinated Debentures",,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[48]/td[6],61,,,o
