xpaths,text,highlighted_xpaths,highlighted_segmented_text,tagged_sequence
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[8]/b,"DEVON ENERGY CORPORATION,",/html/body/document/type/sequence/filename/description/text/center[1]/div/p[8]/b,"DEVON ENERGY CORPORATION,",i_t
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[9]/b,"EAST MERGER SUB, INC.",/html/body/document/type/sequence/filename/description/text/center[1]/div/p[9]/b,"EAST MERGER SUB, INC.",i_t
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[10]/b/small,AND,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[10]/b/small,AND,i_t
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[11]/b,"WPX ENERGY, INC.",/html/body/document/type/sequence/filename/description/text/center[1]/div/p[11]/b,"WPX ENERGY, INC.",i_t
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[15]/b,"September 26, 2020",/html/body/document/type/sequence/filename/description/text/center[1]/div/p[15]/b,"September 26, 2020",e_t
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/p[1]/b,TABLE OF CONTENTS,/html/body/document/type/sequence/filename/description/text/center[2]/div/div/p[1]/b,TABLE OF CONTENTS,s_st
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[2]/td[5]/b,Page,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[3]/td[1],ARTICLE I,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[5]/td[1],THE MERGER,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[7]/td[1]/p,Section 1.1,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[7]/td[3],Merger of Merger Sub into East,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[7]/td[6],2,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[8]/td[1]/p,Section 1.2,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[8]/td[3],Effect of the Merger,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[8]/td[6],2,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[9]/td[1]/p,Section 1.3,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[9]/td[3],Closing; Effective Time,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[9]/td[6],2,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[10]/td[1]/p,Section 1.4,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[10]/td[3],Certificate of Incorporation and Bylaws of the Surviving Corporation,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[10]/td[6],2,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[11]/td[1]/p,Section 1.5,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[11]/td[3],Directors and Officers of the Surviving Corporation,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[11]/td[6],3,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[12]/td[1]/p,Section 1.6,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[12]/td[3],Effect on Capital Stock,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[12]/td[6],3,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[13]/td[1]/p,Section 1.7,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[13]/td[3],Closing of East’s Transfer Books,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[13]/td[6],4,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[14]/td[1]/p,Section 1.8,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[14]/td[3],Exchange Fund; Exchange of Certificates,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[14]/td[6],5,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[15]/td[1]/p,Section 1.9,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[15]/td[3],Book-Entry Common Shares,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[15]/td[6],7,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[16]/td[1]/p,Section 1.10,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[16]/td[3],No Dissenters’ Rights,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[16]/td[6],8,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[17]/td[1]/p,Section 1.11,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[17]/td[3],Further Action,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[17]/td[6],8,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[18]/td[1]/p,Section 1.12,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[18]/td[3],Post-Merger Operations; Transition Committee,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[18]/td[6],8,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[20]/td[1],ARTICLE II,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[22]/td[1],REPRESENTATIONS AND WARRANTIES OF EAST,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[24]/td[1]/p,Section 2.1,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[24]/td[3],Due Organization; Subsidiaries,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[24]/td[6],9,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[25]/td[1]/p,Section 2.2,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[25]/td[3],Authority; Binding Nature of Agreement,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[25]/td[6],10,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[26]/td[1]/p,Section 2.3,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[26]/td[3],Vote Required,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[26]/td[6],10,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[27]/td[1]/p,Section 2.4,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[27]/td[3],Capitalization,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[27]/td[6],10,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[28]/td[1]/p,Section 2.5,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[28]/td[3],Governmental Filings; No Violations,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[28]/td[6],12,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[29]/td[1]/p,Section 2.6,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[29]/td[3],SEC Filings; Financial Statements,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[29]/td[6],13,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[30]/td[1]/p,Section 2.7,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[30]/td[3],Felix Financial Statements,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[30]/td[6],14,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[31]/td[1]/p,Section 2.8,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[31]/td[3],Absence of Changes,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[31]/td[6],15,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[32]/td[1]/p,Section 2.9,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[32]/td[3],Absence of Undisclosed Liabilities,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[32]/td[6],15,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[33]/td[1]/p,Section 2.10,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[33]/td[3],Compliance with Laws; Regulation,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[33]/td[6],15,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[34]/td[1]/p,Section 2.11,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[34]/td[3],Material Contracts,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[34]/td[6],16,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[35]/td[1]/p,Section 2.12,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[35]/td[3],Tax Matters,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[35]/td[6],19,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[36]/td[1]/p,Section 2.13,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[36]/td[3],Employee and Labor Matters; Benefit Plans,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[36]/td[6],21,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[37]/td[1]/p,Section 2.14,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[37]/td[3],Environmental Matters,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[37]/td[6],24,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[38]/td[1]/p,Section 2.15,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[38]/td[3],Reserve Reports,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[38]/td[6],25,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[39]/td[1]/p,Section 2.16,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[39]/td[3],Legal Proceedings; Orders,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[39]/td[6],26,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[40]/td[1]/p,Section 2.17,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[40]/td[3],Title to Properties,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[40]/td[6],26,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[41]/td[1]/p,Section 2.18,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[41]/td[3],Intellectual Property; IT and Privacy,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[41]/td[6],29,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[42]/td[1]/p,Section 2.19,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[42]/td[3],Affiliate Transactions,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[42]/td[6],30,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[43]/td[1]/p,Section 2.20,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[43]/td[3],Insurance,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[43]/td[6],30,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[44]/td[1]/p,Section 2.21,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[44]/td[3],Information to be Supplied,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[44]/td[6],30,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[45]/td[1]/p,Section 2.22,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[45]/td[3],Regulatory Proceedings,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/div/table/tbody/tr[45]/td[6],31,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/p[2],ii,/html/body/document/type/sequence/filename/description/text/center[2]/div/p[2],ii,s_n
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[2]/td[1]/p,Section 2.23,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[2]/td[3],Takeover Statutes,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[2]/td[6],31,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[3]/td[1]/p,Section 2.24,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[3]/td[3],Financial Advisor,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[3]/td[6],31,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[4]/td[1]/p,Section 2.25,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[4]/td[3],Opinion of Financial Advisor,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[4]/td[6],31,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[5]/td[1]/p,Section 2.26,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[5]/td[3],[Reserved.],,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[5]/td[6],32,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[6]/td[1]/p,Section 2.27,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[6]/td[3],Regulatory Matters,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[6]/td[6],32,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[7]/td[1]/p,Section 2.28,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[7]/td[3],No Additional Representations,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[7]/td[6],32,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[9]/td[1],ARTICLE III,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[11]/td[1],REPRESENTATIONS AND WARRANTIES OF CENTRAL AND MERGER SUB,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[13]/td[1]/p,Section 3.1,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[13]/td[3],Due Organization; Subsidiaries,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[13]/td[6],33,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[14]/td[1]/p,Section 3.2,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[14]/td[3],Authority; Binding Nature of Agreement,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[14]/td[6],34,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[15]/td[1]/p,Section 3.3,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[15]/td[3],Vote Required,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[15]/td[6],34,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[16]/td[1]/p,Section 3.4,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[16]/td[3],Capitalization,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[16]/td[6],35,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[17]/td[1]/p,Section 3.5,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[17]/td[3],Governmental Filings; No Violations,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[17]/td[6],36,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[18]/td[1]/p,Section 3.6,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[18]/td[3],SEC Filings; Financial Statements,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[18]/td[6],37,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[19]/td[1]/p,Section 3.7,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[19]/td[3],Absence of Changes,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[19]/td[6],39,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[20]/td[1]/p,Section 3.8,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[20]/td[3],Absence of Undisclosed Liabilities,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[20]/td[6],39,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[21]/td[1]/p,Section 3.9,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[21]/td[3],Compliance with Laws; Regulation,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[21]/td[6],39,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[22]/td[1]/p,Section 3.10,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[22]/td[3],Material Contracts,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[22]/td[6],40,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[23]/td[1]/p,Section 3.11,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[23]/td[3],Tax Matters,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[23]/td[6],44,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[24]/td[1]/p,Section 3.12,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[24]/td[3],Employee and Labor Matters; Benefit Plans,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[24]/td[6],46,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[25]/td[1]/p,Section 3.13,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[25]/td[3],Environmental Matters,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[25]/td[6],49,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[26]/td[1]/p,Section 3.14,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[26]/td[3],Reserve Report,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[26]/td[6],49,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[27]/td[1]/p,Section 3.15,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[27]/td[3],Legal Proceedings; Orders,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[27]/td[6],50,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[28]/td[1]/p,Section 3.16,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[28]/td[3],Title to Properties,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[28]/td[6],50,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[29]/td[1]/p,Section 3.17,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[29]/td[3],Intellectual Property; IT and Privacy,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[29]/td[6],53,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[30]/td[1]/p,Section 3.18,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[30]/td[3],Affiliate Transactions,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[30]/td[6],54,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[31]/td[1]/p,Section 3.19,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[31]/td[3],Insurance,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[31]/td[6],54,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[32]/td[1]/p,Section 3.20,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[32]/td[3],Information to be Supplied,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[32]/td[6],54,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[33]/td[1]/p,Section 3.21,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[33]/td[3],Regulatory Proceedings,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[33]/td[6],55,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[34]/td[1]/p,Section 3.22,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[34]/td[3],Takeover Statutes,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[34]/td[6],55,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[35]/td[1]/p,Section 3.23,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[35]/td[3],Financial Advisor,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[35]/td[6],55,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[36]/td[1]/p,Section 3.24,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[36]/td[3],Opinion of Financial Advisor,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[36]/td[6],55,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[37]/td[1]/p,Section 3.25,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[37]/td[3],[Reserved],,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[37]/td[6],56,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[38]/td[1]/p,Section 3.26,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[38]/td[3],Regulatory Matters,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[38]/td[6],56,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[39]/td[1]/p,Section 3.27,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[39]/td[3],No Additional Representations,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[39]/td[6],56,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[41]/td[1],ARTICLE IV,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[43]/td[1],COVENANTS RELATING TO CONDUCT OF BUSINESS,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[45]/td[1]/p,Section 4.1,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[45]/td[3],Covenants of East,,,o
/html/body/document/type/sequence/filename/description/text/center[3]/div/table/tbody/tr[45]/td[6],57,,,o
