xpaths,text,highlighted_xpaths,highlighted_segmented_text,tagged_sequence
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[6]/td[3]/div,Interpretation; Article and Section References,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[6]/td[4]/div,12,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[8]/td[1]/div,ARTICLE II THE MERGER,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[8]/td[2]/div,13,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[10]/td[2]/div,Section 2.1,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[10]/td[3]/div,The Merger,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[10]/td[4]/div,13,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[11]/td[2]/div,Section 2.2,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[11]/td[3]/div,Closing,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[11]/td[4]/div,13,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[12]/td[2]/div,Section 2.3,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[12]/td[3]/div,Effective Time,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[12]/td[4]/div,13,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[13]/td[2]/div,Section 2.4,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[13]/td[3]/div,Effects of the Merger,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[13]/td[4]/div,13,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[14]/td[2]/div,Section 2.5,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[14]/td[3]/div,Certificate of Incorporation and Bylaws,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[14]/td[4]/div,13,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[15]/td[2]/div,Section 2.6,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[15]/td[3]/div,Officers,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[15]/td[4]/div,14,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[16]/td[2]/div,Section 2.7,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[16]/td[3]/div,Directors,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[16]/td[4]/div,14,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[18]/td[1]/div,ARTICLE III EFFECT OF THE TRANSACTIONS ON CAPITAL STOCK,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[18]/td[2]/div,14,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[19]/td[2]/div,Section 3.1,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[19]/td[3]/div,Effect of the Merger on Capital Stock,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[19]/td[4]/div,14,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[20]/td[2]/div,Section 3.2,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[20]/td[3]/div,Payment.,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[20]/td[4]/div,15,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[21]/td[2]/div,Section 3.3,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[21]/td[3]/div,Treatment of Company Equity Awards,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[21]/td[4]/div,18,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[22]/td[2]/div,Section 3.4,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[22]/td[3]/div,Adjustments,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[22]/td[4]/div,19,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[24]/td[1]/div,ARTICLE IV REPRESENTATIONS AND WARRANTIES OF THE COMPANY,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[24]/td[2]/div,19,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[26]/td[2]/div,Section 4.1,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[26]/td[3]/div,"Organization, Standing and Power",,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[26]/td[4]/div,20,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[27]/td[2]/div,Section 4.2,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[27]/td[3]/div,Company Subsidiaries.,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[27]/td[4]/div,20,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[28]/td[2]/div,Section 4.3,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[28]/td[3]/div,Capital Structure.,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[28]/td[4]/div,20,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[29]/td[2]/div,Section 4.4,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[29]/td[3]/div,Authority; Execution and Delivery; Enforceability,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[29]/td[4]/div,22,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[30]/td[2]/div,Section 4.5,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[30]/td[3]/div,No Conflicts; Consents.,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[30]/td[4]/div,22,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[31]/td[2]/div,Section 4.6,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[31]/td[3]/div,SEC Documents.,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[31]/td[4]/div,23,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[32]/td[2]/div,Section 4.7,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[32]/td[3]/div,Undisclosed Liabilities,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[32]/td[4]/div,24,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[33]/td[2]/div,Section 4.8,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[33]/td[3]/div,Absence of Certain Changes or Events,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[33]/td[4]/div,24,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[34]/td[2]/div,Section 4.9,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[34]/td[3]/div,Taxes.,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[34]/td[4]/div,24,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[35]/td[2]/div,Section 4.10,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[35]/td[3]/div,Employee Benefits.,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[35]/td[4]/div,26,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[36]/td[2]/div,Section 4.11,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[36]/td[3]/div,Litigation,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[36]/td[4]/div,28,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[37]/td[2]/div,Section 4.12,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[37]/td[3]/div,Compliance with Applicable Laws,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[37]/td[4]/div,28,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[38]/td[2]/div,Section 4.13,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[38]/td[3]/div,Environmental Matters.,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[38]/td[4]/div,28,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[39]/td[2]/div,Section 4.14,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[39]/td[3]/div,Contracts.,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[1]/tbody/tr[39]/td[4]/div,29,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/div[21]/div[1]/font,-i-,/html/body/document/type/sequence/filename/description/text/div/div[2]/div[21]/div[1]/font,-i-,s_n
/html/body/document/type/sequence/filename/description/text/div/div[2]/div[22]/div[1],TABLE OF CONTENTS,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/div[22]/div[2],(continued),,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[1]/td[4]/div,Page,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[3]/td[2]/div,Section 4.15,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[3]/td[3]/div,Real Property.,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[3]/td[4]/div,31,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[4]/td[2]/div,Section 4.16,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[4]/td[3]/div,Intellectual Property.,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[4]/td[4]/div,32,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[5]/td[2]/div,Section 4.17,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[5]/td[3]/div,Labor Matters.,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[5]/td[4]/div,33,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[6]/td[2]/div,Section 4.18,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[6]/td[3]/div,Anti-Takeover Provisions,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[6]/td[4]/div,35,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[7]/td[2]/div,Section 4.19,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[7]/td[3]/div,Brokers’ Fees and Expenses,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[7]/td[4]/div,35,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[8]/td[2]/div,Section 4.20,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[8]/td[3]/div,Opinion of Financial Advisor,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[8]/td[4]/div,35,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[9]/td[2]/div,Section 4.21,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[9]/td[3]/div,Privacy and Data Security,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[9]/td[4]/div,35,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[10]/td[2]/div,Section 4.22,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[10]/td[3]/div,Insurance,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[10]/td[4]/div,36,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[11]/td[2]/div,Section 4.23,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[11]/td[3]/div,Container Leases,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[11]/td[4]/div,36,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[12]/td[2]/div,Section 4.24,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[12]/td[3]/div,"Anti-Corruption, Sanctions, and Export Control",,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[12]/td[4]/div,37,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[13]/td[2]/div,Section 4.25,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[13]/td[3]/div,No Other Representations or Warranties,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[13]/td[4]/div,37,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[15]/td[1]/div,ARTICLE V REPRESENTATIONS AND WARRANTIES OF PARENT AND MERGER SUB,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[15]/td[2]/div,38,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[17]/td[2]/div,Section 5.1,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[17]/td[3]/div,"Organization, Standing and Power",,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[17]/td[4]/div,38,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[18]/td[2]/div,Section 5.2,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[18]/td[3]/div,Authority; Execution and Delivery; Enforceability,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[18]/td[4]/div,38,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[19]/td[2]/div,Section 5.3,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[19]/td[3]/div,No Conflicts; Consents.,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[19]/td[4]/div,39,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[20]/td[2]/div,Section 5.4,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[20]/td[3]/div,Litigation,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[20]/td[4]/div,39,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[21]/td[2]/div,Section 5.5,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[21]/td[3]/div,Brokers’ Fees and Expenses,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[21]/td[4]/div,39,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[22]/td[2]/div,Section 5.6,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[22]/td[3]/div,Merger Sub,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[22]/td[4]/div,39,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[23]/td[2]/div,Section 5.7,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[23]/td[3]/div,Ownership of Common Stock,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[23]/td[4]/div,39,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[24]/td[2]/div,Section 5.8,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[24]/td[3]/div,Sufficient Funds,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[24]/td[4]/div,39,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[25]/td[2]/div,Section 5.9,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[25]/td[3]/div,No Other Representations or Warranties,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[25]/td[4]/div,40,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[27]/td[1]/div,ARTICLE VI COVENANTS,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[27]/td[2]/div,40,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[29]/td[2]/div,Section 6.1,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[29]/td[3]/div,Conduct of Business,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[29]/td[4]/div,40,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[30]/td[2]/div,Section 6.2,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[30]/td[3]/div,Proxy Statement,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[30]/td[4]/div,43,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[31]/td[2]/div,Section 6.3,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[31]/td[3]/div,Company Stockholders Meeting,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[31]/td[4]/div,45,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[32]/td[2]/div,Section 6.4,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[32]/td[3]/div,Acquisition Proposals.,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[32]/td[4]/div,45,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[33]/td[2]/div,Section 6.5,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[33]/td[3]/div,Filings; Efforts to Consummate.,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[33]/td[4]/div,48,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[34]/td[2]/div,Section 6.6,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[34]/td[3]/div,Access and Reports.,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[34]/td[4]/div,50,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[35]/td[2]/div,Section 6.7,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[35]/td[3]/div,Public Announcements,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[35]/td[4]/div,51,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[36]/td[2]/div,Section 6.8,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[36]/td[3]/div,Stock Exchange Delisting; Deregistration,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[36]/td[4]/div,51,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[37]/td[2]/div,Section 6.9,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[37]/td[3]/div,Expenses,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[2]/tbody/tr[37]/td[4]/div,51,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/div[25]/div[1]/font,-ii-,/html/body/document/type/sequence/filename/description/text/div/div[2]/div[25]/div[1]/font,-ii-,s_n
/html/body/document/type/sequence/filename/description/text/div/div[2]/div[26]/div[1],TABLE OF CONTENTS,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/div[26]/div[2],(continued),,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[3]/tbody/tr[1]/td[4]/div,Page,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[3]/tbody/tr[3]/td[2]/div,Section 6.10,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[3]/tbody/tr[3]/td[3]/div,Director and Officer Indemnification and Insurance.,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[3]/tbody/tr[3]/td[4]/div,51,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[3]/tbody/tr[4]/td[2]/div,Section 6.11,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[3]/tbody/tr[4]/td[3]/div,Employee Matters,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[3]/tbody/tr[4]/td[4]/div,53,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[3]/tbody/tr[5]/td[2]/div,Section 6.12,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[3]/tbody/tr[5]/td[3]/div,Transaction Litigation,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[3]/tbody/tr[5]/td[4]/div,54,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[3]/tbody/tr[6]/td[2]/div,Section 6.13,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[3]/tbody/tr[6]/td[3]/div,Rule 16b-3 Approval,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[3]/tbody/tr[6]/td[4]/div,55,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[3]/tbody/tr[7]/td[2]/div,Section 6.14,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[3]/tbody/tr[7]/td[3]/div,Obligations of Merger Sub and the Surviving Corporation,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[3]/tbody/tr[7]/td[4]/div,55,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[3]/tbody/tr[8]/td[2]/div,Section 6.15,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[3]/tbody/tr[8]/td[3]/div,No Control of Other Party’s Business,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[3]/tbody/tr[8]/td[4]/div,55,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[3]/tbody/tr[9]/td[2]/div,Section 6.16,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[3]/tbody/tr[9]/td[3]/div,Financing Cooperation,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[3]/tbody/tr[9]/td[4]/div,55,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[3]/tbody/tr[10]/td[2]/div,Section 6.17,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[3]/tbody/tr[10]/td[3]/div,Migration,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[3]/tbody/tr[10]/td[4]/div,56,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[3]/tbody/tr[11]/td[2]/div,Section 6.18,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[3]/tbody/tr[11]/td[3]/div,Company Equity Awards,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[3]/tbody/tr[11]/td[4]/div,57,,,o
/html/body/document/type/sequence/filename/description/text/div/div[2]/table[3]/tbody/tr[12]/td[2]/div,Section 6.19,,,o
